"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"BDL","Flanigan&#39;s Enterprises, Inc.","19.65","$36.52M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/bdl",
"FSI","Flexible Solutions International Inc.","2.7","$33.05M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/fsi",
"FTF","Franklin Limited Duration Income Trust","9.3","$280.29M","2003","n/a","n/a","https://old.nasdaq.com/symbol/ftf",
"FSP","Franklin Street Properties Corp.","4.33","$464.73M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/fsp",
"FRD","Friedman Industries Inc.","7.17","$50.51M","n/a","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/frd",
"FTSI","FTS International, Inc.","18.96","$265.44M","2020","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/ftsi",
"FURY","Fury Gold Mines Limited","1.35","$159.06M","2020","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/fury",
"GAU","Galiano Gold Inc.","1.16","$260.11M","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/gau",
"GGN","GAMCO Global Gold, Natural Reources & Income Trust ","3.61","$595.33M","2005","n/a","n/a","https://old.nasdaq.com/symbol/ggn",
"GGN^B","GAMCO Global Gold, Natural Reources & Income Trust ","25.57","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ggn^b",
"JOB","GEE Group Inc.","1.07","$18.9M","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/job",
"GSAT","Globalstar, Inc.","0.549","$917.05M","2006","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/gsat",
"GORO","Gold Resource Corporation","2.83","$203.38M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/goro",
"GSV","Gold Standard Ventures Corporation","0.7124","$224.52M","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/gsv",
"AUMN","Golden Minerals Company","0.7569","$114.68M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/aumn",
"GSS","Golden Star Resources, Ltd","3.58","$398.31M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/gss",
"GLDG","GoldMining Inc.","2.06","$304.12M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/gldg",
"GDP","Goodrich Petroleum Corporation","10.29","$130.23M","2017","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/gdp",
"GTE","Gran Tierra Energy Inc.","0.5447","$199.89M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/gte",
"GPL","Great Panther Mining Limited","0.8287","$293.96M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/gpl",
"SIM","Grupo Simec, S.A. de C.V.","12.6289","$1.95B","1993","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/sim",
"AIM","Hemispherx BioPharma, Inc.","2.07","$82.16M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/aim",
"HLM^","Hillman Group Capital Trust","29.0931","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hlm^",
"HMG","HMG/Courtland Properties, Inc.","11.81","$11.9M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hmg",
"HUSA","Houston American Energy Corporation","1.8799","$13.12M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/husa",
"HWM^","Howmet Aerospace Inc.","80","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hwm^",
"IBIO","iBio, Inc.","1.26","$266.83M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ibio",
"IBO","IBO (Listing Market - NYSE Amex Network B F)","24.84","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ibo",
"IMH","Impac Mortgage Holdings, Inc.","2.9","$61.57M","1997","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/imh",
"IMO","Imperial Oil Limited","21.6","$15.86B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/imo",
"IOR","Income Opportunity Realty Investors, Inc.","11.62","$48.43M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ior",
"IGC","India Globalization Capital Inc.","1.47","$62.89M","n/a","Technology","Electronic Components","https://old.nasdaq.com/symbol/igc",
"INDO","Indonesia Energy Corporation Limited","5.82","$43.11M","2019","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/indo",
"INFU","InfuSystems Holdings, Inc.","17.01","$344.23M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/infu",
"IHT","InnSuites Hospitality Trust","2.34","$21.4M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/iht",
"NSPR","InspireMD Inc.","0.6655","$24.59M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nspr",
"NSPR.WS","InspireMD Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nspr.ws",
"NSPR.WS.B","InspireMD Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nspr.ws.b",
"ITRG","Integra Resources Corp.","3.74","$204.23M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/itrg",
"INS","Intelligent Systems Corporation","41.34","$369.14M","1992","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ins",
"THM","International Tower Hill Mines Ltd","1.33","$259.23M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/thm",
"INTT","inTest Corporation","6.35","$66.86M","1997","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/intt",
"INUV","Inuvo, Inc","0.657","$64.13M","n/a","Consumer Services","Advertising","https://old.nasdaq.com/symbol/inuv",
"VKI","Invesco Advantage Municipal Income Trust II","11.33","$502.96M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vki",
"ISR","IsoRay, Inc.","1.95","$170.09M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/isr",
"ISDR","Issuer Direct Corporation","19.7","$73.71M","n/a","Miscellaneous","Publishing","https://old.nasdaq.com/symbol/isdr",
"ITP","IT Tech Packaging, Inc.","0.6799","$19.39M","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/itp",
"KLR","Kaleyra, Inc.","10.08","$295.6M","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/klr",
"KLR.WS","Kaleyra, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/klr.ws",
"KIQ","Kelso Technologies Inc","0.6676","$31.49M","n/a","Capital Goods","Railroads","https://old.nasdaq.com/symbol/kiq",
"LSF","Laird Superfood, Inc.","45.92","$407.53M","2020","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/lsf",
"LGL","LGL Group, Inc. (The)","10.81","$56.85M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lgl",
"LGL.WS","LGL Group, Inc. (The)","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lgl.ws",
"LCTX","Lineage Cell Therapeutics, Inc.","2.05","$307.46M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/lctx",
"MAG","MAG Silver Corporation","20.65","$1.96B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/mag",
"MHH","Mastech Digital, Inc","16.55","$188.33M","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/mhh",
"MTNB","Matinas Biopharma Holdings, Inc.","1.63","$325.42M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mtnb",
"MMX","Maverix Metals Inc.","5.45","$765.66M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/mmx",
"MFAC","Megalith Financial Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mfac",
"MFAC.U","Megalith Financial Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mfac.u",
"MFAC.WS","Megalith Financial Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mfac.ws",
"IPB","Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificate","29.49","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/ipb",
"MTA","Metalla Royalty & Streaming Ltd.","11.63","$460.74M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/mta",
"MXC","Mexco Energy Corporation","7.2363","$14.85M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mxc",
"MLSS","Milestone Scientific, Inc.","2.49","$158.6M","2015","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/mlss",
"MYO","Myomo Inc.","9.39","$43.02M","2017","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/myo",
"NNVC","NanoViricides, Inc.","3.27","$34.87M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nnvc",
"ATEST","NASDAQ TEST STOCK","25.04","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atest",
"ATEST.A","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atest.a",
"ATEST.B","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atest.b",
"ATEST.C","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atest.c",
"NHC","National HealthCare Corporation","71.67","$1.1B","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/nhc",
"NAVB","Navidea Biopharmaceuticals, Inc.","2.16","$57.64M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/navb",
"NTIP","Network-1 Technologies, Inc.","3.74","$89.88M","n/a","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/ntip",
"NBW","Neuberger Berman California Municipal Fund Inc","13.41","$74.44M","2002","n/a","n/a","https://old.nasdaq.com/symbol/nbw",
"NHS","Neuberger Berman High Yield Strategies Fund","11.79","$230.38M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nhs",
"NML","Neuberger Berman MLP and Energy Income Fund Inc.","3.74","$211.9M","2013","n/a","n/a","https://old.nasdaq.com/symbol/nml",
"NBH","Neuberger Berman Municipal Fund Inc.","15.96","$300.34M","2002","n/a","n/a","https://old.nasdaq.com/symbol/nbh",
"NBO","Neuberger Berman New York Municipal Fund Inc.","12.2","$61.94M","2002","n/a","n/a","https://old.nasdaq.com/symbol/nbo",
"NRO","Neuberger Berman Real Estate Securities Income Fund, Inc.","4","$189.68M","2003","n/a","n/a","https://old.nasdaq.com/symbol/nro",
"NBA","New Beginnings Acquisition Corp.","10.28","$153.38M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/nba",
"NBA.U","New Beginnings Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/nba.u",
"NBA.WS","New Beginnings Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nba.ws",
"GBR","New Concept Energy, Inc","2.06","$10.57M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/gbr",
"NEN","New England Realty Associates Limited Partnership","51","$186.29M","n/a","Consumer Services","Building operators","https://old.nasdaq.com/symbol/nen",
"NGD","New Gold Inc.","2.06","$1.39B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/ngd",
"NXE","Nexgen Energy Ltd.","2.84","$1.07B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/nxe",
"NAK","Northern Dynasty Minerals, Ltd.","0.4377","$222.81M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/nak",
"NOG","Northern Oil and Gas, Inc.","10.68","$489.69M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nog",
"NBY","NovaBay Pharmaceuticals, Inc.","0.8076","$33.74M","2007","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nby",
"NG","Novagold Resources Inc.","9.67","$3.19B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/ng",
"NTN","NTN Buzztime, Inc.","2.34","$6.93M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ntn",
"NES","Nuverra Environmental Solutions, Inc.","2.35","$37.07M","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/nes",
"OBLG","Oblong Inc.","4.41","$34.14M","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/oblg",
"OCX","OncoCyte Corporation","3.11","$209.15M","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/ocx",
"OGEN","Oragenics Inc.","0.7692","$70.59M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ogen",
"ORLA","Orla Mining Ltd.","5.12","$1.17B","2020","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/orla",
"PCG^A","Pacific Gas & Electric Co.","30.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcg^a",
"PCG^B","Pacific Gas & Electric Co.","27.47","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcg^b",
"PCG^C","Pacific Gas & Electric Co.","25.79","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcg^c",
"PCG^D","Pacific Gas & Electric Co.","25.558","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcg^d",
"PCG^E","Pacific Gas & Electric Co.","24.86","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcg^e",
"PCG^G","Pacific Gas & Electric Co.","24.28","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcg^g",
"PCG^H","Pacific Gas & Electric Co.","24.23","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcg^h",
